topic_no,title_x,title_y,articleType_x,articleType_y,score
321,"Despite a big year for women in politics, national legislatures are still dominated by men",GOP launches programs to recruit more women,WorldViews,Post Politics,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Report: Black women are political powerhouse yet remain socially vulnerable,WorldViews,She The People,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Why Tunisians (don’t) vote for women,WorldViews,Monkey Cage,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",There’s much less gender bias in politics than you think. Here’s why.,WorldViews,Monkey Cage,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Heather Mizeur's progressive politics deeply rooted in her past,WorldViews,Maryland Politics,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Would Clinton really appoint a cabinet that’s half women and half men?,WorldViews,Monkey Cage,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Donald Trump is solving his gender problem by making the Hill GOP’s worse,WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Five black women are running for statewide office in Georgia. Here’s why that matters.,WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",How Afghanistan’s women are helping the country move forward,WorldViews,Opinions,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men","Twenty years after the genocide, Rwandan women bring the country back to life",WorldViews,She The People,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men","In ‘Madame Park,’ S. Korea sees its first potential female leader",WorldViews,Asia & Pacific,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",The media aren’t holding female candidates back,WorldViews,Monkey Cage,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Turkish women’s rights beyond Islamists and secularists,WorldViews,Monkey Cage,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Women seek to expand their numbers in the Senate,WorldViews,She The People,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Lebanon’s first minister for women is a man,WorldViews,WorldViews,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men","GOP sees progress, more work on gender gap",WorldViews,She The People,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men","Behold, the ways in which male world leaders mansplain International Women’s Day",WorldViews,WorldViews,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Wonkbook: What you need to know about the gender pay gap,WorldViews,Wonkblog,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men","In Va. politics, the glass ceiling has few cracks",WorldViews,Opinions,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Does Western pressure for gender equality help?,WorldViews,Monkey Cage,16
321,"Despite a big year for women in politics, national legislatures are still dominated by men","Egyptian women feel excluded, despite the promise of the revolution",WorldViews,World,16
321,"Despite a big year for women in politics, national legislatures are still dominated by men",How Jordan’s election revealed enduring weaknesses in its political system,WorldViews,Monkey Cage,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",One election bright spot for Democrats: Women of color,WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Almost all of Israel’s 32 women in parliament have been sexually harassed or assaulted,WorldViews,WorldViews,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",International Women’s Day factcheckathon: Fact checks from around the world,WorldViews,Fact Checker,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Women are winning Senate primaries this year — but not many of them are running,WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Hillary in 2016? Not so fast,WorldViews,Monkey Cage,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Sweden’s Feminist Initiative has lessons for social movements elsewhere,WorldViews,Monkey Cage,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men","If not Hillary, who?",WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Here are the dozens of democracies that have elected a female leader,WorldViews,WorldViews,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men","Twenty years on, ‘Year of the Woman’ fades",WorldViews,Politics,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Which states ranks the best and the worst for gender equity?,WorldViews,She The People,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men","In cabinet shuffle, British leader promotes women to top positions",WorldViews,She The People,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",The changing face of women’s political participation in the Middle East,WorldViews,Monkey Cage,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Theresa May and Angela Merkel: Europe’s two most powerful women have a lot in common,WorldViews,Opinion,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",2012 election was chock-full of firsts,WorldViews,The Fix,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",5 things you should know about Taiwan’s upcoming election,WorldViews,Monkey Cage,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Why quotas are needed to achieve gender equality,WorldViews,Monkey Cage,16
321,"Despite a big year for women in politics, national legislatures are still dominated by men",One election bright spot for Democrats: Women of color,WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Jordan’s holding elections next week. Here’s what to expect.,WorldViews,Monkey Cage,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",These are all of the other political glass ceilings that still haven’t been cracked,WorldViews,On Leadership,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",So the U.K. has its second female prime minister. What policies put more women in power?,WorldViews,Monkey Cage,16
